-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
-157.923733,21.32979961,0,0
